Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Mike Ricci,-245.0,-305.0,-300.0,,nan,Dec 15th 2012
Justin Salas,160.0,165.0,185.0,0.055,UFC 196: McGregor vs. Diaz,
Jason Saggo,-210.0,-215.0,-190.0,,nan,Mar 5th 2016
Justin Salas,100.0,-145.0,-135.0,-0.1669999999999999,UFC Fight Night 45: Cerrone vs. Miller,
Joe Proctor,-140.0,125.0,125.0,,nan,Jul 16th 2014
Justin Salas,-210.0,-300.0,-290.0,-0.102,UFC Fight Night 40: Brown vs. Silva,
Ben Wall,160.0,250.0,260.0,,nan,May 10th 2014
Justin Salas,160.0,210.0,225.0,0.182,UFC Fight Night 32: Belfort vs. Henderson,
Thiago Tavares,-210.0,-270.0,-245.0,,nan,Nov 9th 2013
Justin Salas,-190.0,-245.0,-240.0,-0.081,UFC on FOX 8: Johnson vs. Moraga,
Aaron Riley,150.0,195.0,220.0,,nan,Jul 27th 2013
Justin Salas,120.0,120.0,132.0,0.027,UFC on FX 3: Johnson vs. McCall,
Tim Means,-150.0,-152.0,-130.0,,nan,Jun 8th 2012
Justin Salas,-150.0,-140.0,-140.0,0.0279999999999999,UFC on FUEL TV 1: Ellenberger vs. Sanchez,
Anton Kuivanen,110.0,130.0,130.0,,nan,Feb 15th 2012
Akbarh Arreola,335.0,650.0,675.0,0.43,UFC 193: Rousey vs. Holm,
Jake Matthews,-505.0,-1000.0,-1000.0,,nan,Nov 14th 2015
Akbarh Arreola,200.0,170.0,170.0,-0.111,UFC Fight Night 62: Maia vs. LaFlare,
Francisco Trinaldo,-280.0,-200.0,-200.0,,nan,Mar 21st 2015
Akbarh Arreola,160.0,245.0,280.0,0.284,UFC Fight Night 57: Edgar vs. Swanson,
Yves Edwards,-210.0,-340.0,-265.0,,nan,Nov 22nd 2014
Akbarh Arreola,145.0,250.0,275.0,0.325,UFC on FOX 12: Lawler vs. Brown,
Tiago Dos Santos,-185.0,-305.0,-300.0,,nan,Jul 26th 2014
Rong Zhu,-175.0,-258.0,-230.0,-0.1159999999999999,UFC,
Chris Padilla,130.0,180.0,210.0,,nan,Sep 7th 2024
Rong Zhu,-175.0,-175.0,-175.0,,MMA,
Yi Zha,135.0,135.0,135.0,,nan,Aug 22nd 2023
Rong Zhu,350.0,-400.0,-400.0,-2.6,Road to UFC,
Sung Chan Hong,-549.0,300.0,300.0,,nan,May 28th 2023
Petr Yan,-163.0,-175.0,-155.0,-0.011,UFC 299,
Song Yadong,120.0,120.0,145.0,,nan,Mar 10th 2024
Petr Yan,-175.0,-286.0,-240.0,-0.136,UFC Fight Night 221,
Merab Dvalishvili,150.0,200.0,220.0,,nan,Mar 11th 2023
Petr Yan,-250.0,-435.0,-250.0,-0.046,UFC 281,
Sean Omalley,210.0,200.0,325.0,,nan,Oct 22nd 2022
Petr Yan,-350.0,-480.0,-370.0,-0.042,UFC 273,
Aljamain Sterling,285.0,300.0,350.0,,nan,Apr 9th 2022
Petr Yan,-290.0,-410.0,-320.0,-0.049,UFC Fight Night 204,
Petr Yan,-300.0,-305.0,-225.0,0.037,UFC 267: Brachowicz vs. Teixeira,
Cory Sandhagen,250.0,175.0,240.0,,nan,Oct 30th 2021
Petr Yan,-145.0,-137.0,100.0,0.068,UFC 259: Blachowicz vs. Adesanya,
Petr Yan,-240.0,-270.0,-250.0,-0.02,UFC 251: Usman vs. Masvidal,
Petr Yan,-215.0,-360.0,-340.0,-0.141,UFC 238: Cejudo vs. Moraes,
Jimmie Rivera,165.0,275.0,300.0,,nan,Jun 8th 2019
Petr Yan,-205.0,-333.0,-260.0,-0.102,UFC on ESPN+ 3: Blachowicz vs. Santos,
John Dodson,175.0,220.0,250.0,,nan,Feb 23rd 2019
Petr Yan,-130.0,-357.0,-335.0,-0.373,UFC 232: Jones vs. Gustafsson 2,
Douglas Silva de Andrade,110.0,275.0,290.0,,nan,Dec 29th 2018
Petr Yan,-530.0,-1200.0,-1200.0,-0.0969999999999999,UFC Fight Night 136: Hunt vs. Oleinik,
Jin Soo Son,350.0,775.0,775.0,,nan,Sep 15th 2018
Petr Yan,-350.0,-600.0,-575.0,-0.099,UFC Fight Night 132: Cowboy vs. Edwards,
Teruto Ishihara,250.0,445.0,450.0,,nan,Jun 23rd 2018
Petr Yan,-260.0,-275.0,-275.0,-0.015,ACB 71: Moscow,
Matheus Mattos,180.0,195.0,195.0,,nan,Sep 30th 2017
Petr Yan,-265.0,-500.0,-470.0,-0.144,UFC 245: Usman vs. Covington,
Urijah Faber,185.0,375.0,385.0,,nan,Dec 14th 2019
Shane Campbell,-350.0,-350.0,-350.0,,Unified MMA,
Darrell Horcher,240.0,240.0,240.0,,nan,Dec 16th 2023
Shane Campbell,-300.0,-180.0,-150.0,0.166,Unified MMA 49,
Darren Smith Jr.,240.0,110.0,150.0,,nan,Dec 17th 2022
Shane Campbell,-180.0,-700.0,-350.0,-0.289,Unified MMA 41,
Mike Hill,150.0,240.0,450.0,,nan,Sep 24th 2021
Shane Campbell,-145.0,-162.0,-160.0,-0.042,UFC on FOX 21: Maia vs. Condit,
Felipe Silva,105.0,140.0,142.0,,nan,Aug 27th 2016
Shane Campbell,-140.0,-140.0,-136.0,0.006,UFC Fight Night 88: Almeida vs. Garbrandt,
Erik Koch,100.0,116.0,120.0,,nan,May 29th 2016
Shane Campbell,130.0,156.0,160.0,0.109,UFC Fight Night 83: Cowboy vs. Cowboy,
James Krause,-170.0,-185.0,-181.0,,nan,Feb 21st 2016
Shane Campbell,145.0,205.0,210.0,0.205,UFC Fight Night 74: Holloway vs. Oliveira,
Elias Silverio,-185.0,-250.0,-240.0,,nan,Aug 23rd 2015
Shane Campbell,145.0,-110.0,-110.0,-0.283,UFC 186: Johnson vs. Horiguchi,
John Makdessi,-185.0,-110.0,-110.0,,nan,Apr 25th 2015
Shane Campbell,-315.0,-400.0,-400.0,-0.054,WSOF 18: Moraes vs. Hill,
Derek Boyle,235.0,330.0,355.0,,nan,Feb 12th 2015
Shane Campbell,180.0,160.0,160.0,-0.077,MFC 41: All In,
Marcus Edwards,-260.0,-210.0,-210.0,,nan,Oct 3rd 2014
Shane Campbell,,,,,Bellator Europe 6: MVP vs. Melillo,
Raphael Uchegbu,,,,,nan,Nov 23rd 2019
Tae Hyun Bang,175.0,275.0,280.0,0.272,UFC Fight Night 93: Arlovski vs. Barnett,
Nick Hein,-245.0,-340.0,-335.0,,nan,Sep 3rd 2016
Tae Hyun Bang,-180.0,240.0,270.0,0.562,UFC Fight Night 79: Henderson vs. Masvidal,
Leo Kuntz,140.0,-330.0,-280.0,,nan,Nov 28th 2015
Tae Hyun Bang,120.0,185.0,190.0,0.236,UFC Fight Night 66: Edgar vs. Faber,
Jon Tuck,-160.0,-230.0,-220.0,,nan,May 16th 2015
Tae Hyun Bang,130.0,155.0,170.0,0.125,UFC 174: Johnson vs. Bagautinov,
Kajan Johnson,-170.0,-185.0,-180.0,,nan,Jun 14th 2014
Tae Hyun Bang,225.0,300.0,318.0,0.205,UFC Fight Night 34: Saffiedine vs. Lim,
Mairbek Taisumov,-305.0,-375.0,-350.0,,nan,Jan 4th 2014
Jared Rollins,-105.0,-120.0,-120.0,-0.065,UFC: The Ultimate Fighter 6 Finale,
War Machine,-115.0,100.0,100.0,,nan,Dec 8th 2007
Neil Wain,-420.0,-400.0,-400.0,0.01,Cage Contender XIII,
Colin Robinison,300.0,310.0,310.0,,nan,Apr 28th 2012
Neil Wain,-280.0,-280.0,-280.0,,Cage Contender XI: Belfast,
Colin Robinson,220.0,220.0,220.0,,nan,Oct 8th 2011
Neil Wain,500.0,500.0,500.0,,UFC 89: Bisping vs Leben,
Shane Carwin,-700.0,-700.0,-700.0,,nan,Oct 18th 2008
Neil Wain,,,,,Abu Dhabi Fighting Championship,
Przemyslaw Mysiala,,,,,nan,May 14th 2010
Youssef Zalal,-258.0,-590.0,-500.0,-0.171,UFC,
Jarno Errens,210.0,350.0,430.0,,nan,Aug 10th 2024
Billy Quartantillo,-156.0,-105.0,112.0,,nan,Mar 24th 2024
Youssef Zalal,-170.0,-139.0,-130.0,0.088,UFC Fight Night: Vera vs. Cruz,
Da'mon Blackshear,145.0,110.0,115.0,,nan,Aug 13th 2022
Youssef Zalal,-105.0,125.0,140.0,0.162,UFC Fight Night 189: Rozenstruik vs. Sakai,
Sean Woodson,-115.0,-175.0,-145.0,,nan,Jun 5th 2021
Youssef Zalal,-150.0,-250.0,-225.0,-0.181,UFC Fight Night 184: Overeem vs. Volkov,
Seung Woo Choi,130.0,190.0,205.0,,nan,Feb 6th 2021
Youssef Zalal,-270.0,-155.0,-139.0,0.182,UFC on ESPN+ 37: Moraes vs. Sandhagen,
Ilia Topuria,190.0,110.0,135.0,,nan,Oct 10th 2020
Youssef Zalal,-320.0,-575.0,-550.0,-0.114,UFC on ESPN+ 32: Lewis vs. Oleinik,
Peter Barrett,240.0,400.0,445.0,,nan,Aug 8th 2020
Youssef Zalal,-125.0,-139.0,-130.0,-0.034,UFC on ESPN 12: Poirier vs. Hooker,
Jordan Griffin,105.0,110.0,115.0,,nan,Jun 27th 2020
Youssef Zalal,375.0,170.0,187.0,-0.721,UFC 247: Jones vs. Reyes,
Austin Lingo,-500.0,-227.0,-195.0,,nan,Feb 8th 2020
Youssef Zalal,-285.0,-365.0,-365.0,-0.06,LFA 65: Royval vs. Sanchez,
Matt Jones,205.0,275.0,275.0,,nan,May 3rd 2019
Youssef Zalal,-280.0,-185.0,-185.0,0.119,LFA 57: Zalal vs. Mariscal,
Youssef Zalal,,,,,LFA 79: Royval vs. Williams,
Jaime Hernandez,,,,,nan,Nov 22nd 2019
Chris Beal,240.0,275.0,275.0,0.093,XMMA 5,
Josh Rettinghouse,-300.0,-400.0,-350.0,,nan,Jul 23rd 2022
Chris Beal,100.0,105.0,105.0,0.024,UFC Fight Night 89: MacDonald vs. Thompson,
Joe Soto,-140.0,-125.0,-125.0,,nan,Jun 18th 2016
Chris Beal,-185.0,-170.0,-160.0,0.0409999999999999,UFC Fight Night 74: Holloway vs. Oliveira,
Chris Kelades,145.0,140.0,145.0,,nan,Aug 23rd 2015
Chris Beal,-230.0,-215.0,-205.0,0.0279999999999999,UFC on FOX 14: Gustafsson vs. Johnson,
Neil Seery,170.0,175.0,178.0,,nan,Jan 24th 2015
Chris Beal,-290.0,-500.0,-500.0,-0.121,UFC Fight Night 50: Souza vs. Mousasi,
Tateki Matsuda,210.0,385.0,435.0,,nan,Sep 5th 2014
Chris Beal,-185.0,-120.0,-110.0,0.176,UFC 172: Jones vs. Teixeira,
Patrick Williams,145.0,100.0,100.0,,nan,Apr 26th 2014
Gegard Mousasi,-550.0,-305.0,-250.0,0.134,Bellator 296,
Fabian Edwards,400.0,200.0,240.0,,nan,May 12th 2023
Gegard Mousasi,-275.0,-335.0,-250.0,-0.006,Bellator 282,
Johnny Eblen,215.0,190.0,275.0,,nan,Jun 24th 2022
Gegard Mousasi,-200.0,-260.0,-230.0,-0.061,Bellator 275,
Austin Vanderford,160.0,180.0,220.0,,nan,Feb 25th 2022
Gegard Mousasi,-400.0,-475.0,-360.0,-0.012,Bellator 264,
John Salter,300.0,265.0,350.0,,nan,Aug 13th 2021
Gegard Mousasi,-145.0,-175.0,-162.0,-0.057,Bellator 250: Lima vs. Mousasi,
Douglas Lima,105.0,142.0,145.0,,nan,Oct 29th 2020
Gegard Mousasi,-185.0,-350.0,-313.0,-0.187,Bellator 228: Pitbull vs. Archuleta,
Gegard Mousasi,-405.0,-480.0,-400.0,-0.018,Bellator 223: Mousasi vs. Lovato Jr.,
Rafael Lovato Jr.,285.0,325.0,380.0,,nan,Jun 22nd 2019
Gegard Mousasi,-190.0,-300.0,-300.0,-0.145,Bellator 206: Mousasi vs. MacDonald,
Rory Macdonald,165.0,250.0,250.0,,nan,Sep 29th 2018
Gegard Mousasi,-190.0,-450.0,-405.0,-0.237,Bellator 200,
Rafael Carvalho,150.0,335.0,360.0,,nan,May 25th 2018
Gegard Mousasi,-445.0,-825.0,-820.0,-0.092,Bellator 185: Mousasi vs. Shlemenko,
Alexander Shlemenko,315.0,560.0,600.0,,nan,Oct 20th 2017
Gegard Mousasi,-115.0,-115.0,-107.0,0.016,UFC 210: Cormier vs. Johnson 2,
Gegard Mousasi,-450.0,-560.0,-560.0,-0.037,UFC Fight Night 99: Mousasi vs. Hall 2,
Gegard Mousasi,-325.0,-360.0,-330.0,-0.0139999999999999,UFC 204: Bisping vs. Henderson 2,
Gegard Mousasi,-315.0,-290.0,-290.0,0.02,UFC 200: Tate vs. Nunes,
Thiago Santos,235.0,245.0,250.0,,nan,Jul 9th 2016
Gegard Mousasi,-265.0,-335.0,-300.0,-0.048,UFC Fight Night 84: Silva vs. Bisping,
Gegard Mousasi,-350.0,-400.0,-400.0,-0.0289999999999999,UFC Fight Night 75: Nelson vs. Barnett,
Urijah Hall,250.0,325.0,330.0,,nan,Sep 26th 2015
Gegard Mousasi,-555.0,-800.0,-800.0,-0.049,UFC Fight Night 66: Edgar vs. Faber,
Costas Philippou,365.0,550.0,575.0,,nan,May 16th 2015
Gegard Mousasi,-350.0,-500.0,-430.0,-0.0579999999999999,UFC on FOX 14: Gustafsson vs. Johnson,
Gegard Mousasi,160.0,170.0,170.0,0.037,UFC Fight Night 50: Souza vs. Mousasi,
Ronaldo Souza,-210.0,-200.0,-185.0,,nan,Sep 5th 2014
Gegard Mousasi,-210.0,-275.0,-255.0,-0.072,UFC Fight Night 41: Munoz vs. Mousasi,
Gegard Mousasi,185.0,175.0,190.0,-0.0069999999999999,UFC Fight Night 36: Machida vs. Mousasi,
Gegard Mousasi,-2000.0,-710.0,-650.0,0.085,UFC on Fuel TV 9: Mousasi vs. Latifi,
Ilir Latifi,1000.0,500.0,575.0,,nan,Apr 6th 2013
Gegard Mousasi,-420.0,-465.0,-450.0,-0.016,Strikeforce: Marquardt vs. Saffiedine,
Mike Kyle,300.0,380.0,400.0,,nan,Jan 12th 2013
Gegard Mousasi,-320.0,-275.0,-275.0,0.038,Strikeforce: Melendez vs. Masvidal,
Gegard Mousasi,-1300.0,-1300.0,-1300.0,0.0,DREAM 17,
Hiroshi Izumi,700.0,700.0,700.0,,nan,Jul 16th 2011
Gegard Mousasi,325.0,-400.0,-400.0,-2.4,Strikeforce: Diaz vs. Daley,
Keith Jardine,-435.0,355.0,355.0,,nan,Apr 9th 2011
Gegard Mousasi,225.0,175.0,175.0,-0.182,DREAM Dynamite!! 2010,
Kyotaro Fujimoto,-285.0,-225.0,-225.0,,nan,Dec 31st 2010
Gegard Mousasi,-1500.0,-1370.0,-1370.0,0.006,DREAM 16,
Tatsuya Mizuno,700.0,750.0,750.0,,nan,Sep 25th 2010
Gegard Mousasi,-400.0,-450.0,-450.0,-0.023,DREAM 15,
Jake O Brien,310.0,330.0,330.0,,nan,Jul 10th 2010
Gegard Mousasi,-250.0,-210.0,-210.0,0.052,Strikeforce: Nashville,
Muhammed Lawal,190.0,190.0,190.0,,nan,Apr 17th 2010
Gegard Mousasi,-1050.0,-1700.0,-1700.0,-0.034,FieLDS: Dynamite!! 2009,
Gary Goodridge,600.0,800.0,800.0,,nan,Dec 31st 2009
Gegard Mousasi,-460.0,-570.0,-570.0,-0.036,Strikeforce: Fedor vs Rogers,
Rameau Sokoudjou,335.0,435.0,435.0,,nan,Nov 7th 2009
Gegard Mousasi,-210.0,-190.0,-190.0,0.033,Strikeforce: Carano vs Cyborg,
Renato Sobral,175.0,175.0,175.0,,nan,Aug 15th 2009
Gegard Mousasi,-190.0,-250.0,-250.0,-0.09,DREAM 9,
Mark Hunt,158.0,190.0,190.0,,nan,May 26th 2009
Gegard Mousasi,-160.0,-200.0,-200.0,-0.083,DREAM 6,
Melvin Manhoef,130.0,163.0,163.0,,nan,Sep 23rd 2008
Gegard Mousasi,-185.0,-185.0,-185.0,0.0,DREAM 4,
Dong Sik Yoon,155.0,155.0,155.0,,nan,Jun 15th 2008
Gegard Mousasi,220.0,170.0,170.0,-0.185,DREAM 2,
Gegard Mousasi,,,,,M-1 Global: Breakthrough,
Pat Barry,-280.0,125.0,130.0,0.405,Fury Grappling 6,
Jon Pellot,220.0,-160.0,-160.0,,nan,Dec 30th 2022
Pat Barry,-260.0,-184.0,-170.0,0.115,UFC Fight Night 33: Hunt vs. Bigfoot,
Soa Palelei,180.0,154.0,160.0,,nan,Dec 6th 2013
Pat Barry,-175.0,-125.0,105.0,0.177,UFC 161: Evans vs. Henderson,
Shawn Jordan,135.0,-115.0,-105.0,,nan,Jun 15th 2013
Pat Barry,140.0,210.0,220.0,0.238,UFC: The Ultimate Fighter 16 Finale,
Shane Del Rosario,-170.0,-250.0,-240.0,,nan,Dec 15th 2012
Pat Barry,-240.0,-160.0,-150.0,0.139,UFC on FOX 3: Diaz vs. Miller,
Lavar Johnson,180.0,140.0,140.0,,nan,May 5th 2012
Pat Barry,-180.0,-200.0,-200.0,-0.037,UFC on FX 1: Guillard vs. Miller,
Christian Morecraft,150.0,185.0,185.0,,nan,Jan 20th 2012
Pat Barry,-195.0,-165.0,-165.0,0.0579999999999999,UFC On Versus 6: Cruz vs. Johnson,
Stefan Struve,160.0,155.0,155.0,,nan,Oct 1st 2011
Pat Barry,135.0,185.0,185.0,0.175,UFC On Versus 4,
Cheick Kongo,-165.0,-200.0,-200.0,,nan,Jun 26th 2011
Pat Barry,-225.0,-174.0,-174.0,0.083,UFC Fight Night 23: Fight For The Troops II,
Joey Beltran,175.0,164.0,164.0,,nan,Jan 22nd 2011
Pat Barry,-135.0,-173.0,-173.0,-0.103,UFC 115: Liddell vs. Franklin,
Mirko Filipovic,115.0,163.0,163.0,,nan,Jun 12th 2010
Pat Barry,-105.0,140.0,140.0,0.187,UFC 104: Machida vs Rua,
Antoni Hardonk,-125.0,-160.0,-160.0,,nan,Oct 24th 2009
Pat Barry,-325.0,-350.0,-350.0,-0.017,UFC 98: Evans vs Machida,
Tim Hague,250.0,290.0,290.0,,nan,May 23rd 2009
Pat Barry,-225.0,-290.0,-290.0,-0.074,UFC 92: The Ultimate 2008,
Dan Evensen,175.0,245.0,245.0,,nan,Dec 27th 2008
Jon Olav Einemo,160.0,-105.0,-105.0,-0.332,UFC on FOX 2,
Mike Russow,-210.0,-105.0,-105.0,,nan,Jan 28th 2012
Jon Olav Einemo,110.0,133.0,133.0,0.099,UFC 131: Carwin vs. Dos Santos,
Dave Herman,-150.0,-143.0,-143.0,,nan,Jun 11th 2011
Keith Wisniewski,-110.0,220.0,255.0,0.435,UFC Fight Night 28: Teixeira vs. Bader,
Ivan Jorge,-130.0,-280.0,-280.0,,nan,Sep 4th 2013
Keith Wisniewski,180.0,135.0,135.0,-0.191,UFC 145: Jones vs. Evans,
Chris Clements,-260.0,-145.0,-145.0,,nan,Apr 21st 2012
Keith Wisniewski,200.0,240.0,240.0,0.118,UFC On Versus 6: Cruz vs. Johnson,
Josh Neer,-260.0,-260.0,-260.0,,nan,Oct 1st 2011
Keith Wisniewski,-130.0,-115.0,-115.0,0.054,Art Of War 3: USA vs Brazil,
Carlo Prater,100.0,-115.0,-115.0,,nan,Sep 1st 2007
Trey Ogden,120.0,100.0,125.0,-0.033,UFC Fight Night,
Loik Radzhabov,-163.0,-150.0,-124.0,,nan,Jul 20th 2024
Trey Ogden,-105.0,-150.0,-125.0,-0.118,UFC,
Kurt Holobaugh,-115.0,104.0,125.0,,nan,Mar 24th 2024
Nikolas Motta,-150.0,-140.0,-130.0,,nan,Nov 18th 2023
Trey Ogden,240.0,260.0,360.0,0.1689999999999999,UFC 287,
Ignacio Bahamondes,-280.0,-480.0,-350.0,,nan,Apr 8th 2023
Trey Ogden,160.0,130.0,160.0,-0.061,UFC Fight Night 222,
Manuel Torres,-195.0,-195.0,-160.0,,nan,Mar 25th 2023
Trey Ogden,-155.0,190.0,200.0,0.439,UFC 279,
Daniel Zellhuber,135.0,-240.0,-225.0,,nan,Sep 10th 2022
Trey Ogden,200.0,275.0,375.0,0.265,UFC Fight Night 211,
Trey Ogden,300.0,-105.0,100.0,-1.03,Fury FC 53,
Jj Okanovich,-400.0,-133.0,-125.0,,nan,Nov 14th 2021
Trey Ogden,-260.0,-165.0,-165.0,0.138,LFA 76: Ogden vs. Browne,
Nick Browne,180.0,125.0,125.0,,nan,Sep 13th 2019
Trey Ogden,130.0,130.0,155.0,0.053,LFA 34: Watley vs. Jenkins,
Travis Perzynski,-170.0,-185.0,-170.0,,nan,Mar 2nd 2018
Trey Ogden,,,,,LFA 60: Anglickas vs. York,
Anthony Baccam,,,,,nan,Feb 15th 2019
Trey Ogden,,,,,LFA 21: Noblitt vs. Branjao,
T.J. Brown,,,,,nan,Sep 1st 2017
Trey Ogden,,,,,Victory FC 57: Gallemore vs. James,
Chance Thackston,,,,,nan,May 5th 2017
Trey Ogden,,,,,Victory FC 55: Lindsey vs. Cochrane 2,
Josh Pfeifer,,,,,nan,Dec 23rd 2016
Trey Ogden,,,,,Bellator 159: Caldwell vs. Taimanglo,
Manuel Meraz,,,,,nan,Jul 22nd 2016
Trey Ogden,,,,,Titan FC 35: Healy vs. Hawn,
Ryan Walker,,,,,nan,Sep 19th 2015
Jeremy Kimball,150.0,150.0,150.0,,Oktagon,
Alexander Poppeck,-200.0,-200.0,-200.0,,nan,Mar 23rd 2024
Ruben Wolf,240.0,240.0,250.0,,nan,Apr 29th 2023
Jeremy Kimball,-115.0,120.0,175.0,0.246,Oktagon 36,
Hatef Moeil,-115.0,-215.0,-163.0,,nan,Oct 15th 2022
Thomas Narmo,450.0,450.0,450.0,,nan,Apr 9th 2022
Jeremy Kimball,170.0,190.0,220.0,0.115,UFC Fight Night 134: Shogun vs. Smith,
Darko Stosic,-230.0,-260.0,-230.0,,nan,Jul 22nd 2018
Jeremy Kimball,285.0,385.0,415.0,0.23,UFC 218: Holloway vs. Aldo 2,
Dominick Reyes,-405.0,-525.0,-500.0,,nan,Dec 2nd 2017
Jeremy Kimball,-120.0,137.0,140.0,0.233,UFC Fight Night 112: Chiesa vs. Lee,
Josh Stansbury,-120.0,-160.0,-157.0,,nan,Jun 25th 2017
Jeremy Kimball,130.0,110.0,125.0,-0.055,UFC on FOX 23: Shevchenko vs. Pena,
Marcos Rogerio de Lima,-170.0,-145.0,-130.0,,nan,Jan 28th 2017
Jeremy Kimball,-190.0,-140.0,-140.0,0.11,RFA 34: Velickovic vs. Smith,
Cody Mumma,150.0,100.0,100.0,,nan,Jan 15th 2016
Jeremy Kimball,205.0,220.0,225.0,0.0559999999999999,Bellator Fighting Championship 115: Minakov vs. Kongo,
Dan Cramer,-285.0,-265.0,-260.0,,nan,Apr 4th 2014
Jeremy Kimball,-215.0,-260.0,-235.0,-0.044,Bellator Fighting Championship 98: Shlemenko vs. Cooper,
Perry Filkins,165.0,200.0,215.0,,nan,Sep 7th 2013
Jeremy Kimball,150.0,180.0,180.0,0.107,RFA 7: Thatch vs. Rhodes,
Chidi Njokuani,-190.0,-260.0,-260.0,,nan,Mar 22nd 2013
Jeremy Kimball,,,,,Bellator Fighting Championship 97: Chandler vs. Rickels,
Keith Berry,,,,,nan,Jul 31st 2013
Rei Tsuruya,-400.0,-480.0,-400.0,-0.015,UFC,
Carlos Hernandez,285.0,310.0,350.0,,nan,Jun 29th 2024
Rei Tsuruya,-575.0,-720.0,-549.0,-0.0139999999999999,Road to UFC,
Jiniushiyue,425.0,400.0,450.0,,nan,Feb 4th 2024
Mark Climaco,-142.0,100.0,120.0,,nan,Aug 27th 2023
Ronal Siahaan,500.0,600.0,600.0,,nan,May 27th 2023
Anton Turkalj,105.0,104.0,122.0,0.0279999999999999,UFC,
Ibo Aslan,-125.0,-167.0,-124.0,,nan,Mar 31st 2024
Anton Turkalj,-105.0,-134.0,-110.0,-0.077,UFC 293,
Anton Turkalj,145.0,-115.0,102.0,-0.261,UFC Fight Night 221,
Vitor Petrino,-170.0,-120.0,-105.0,,nan,Mar 11th 2023
Anton Turkalj,750.0,450.0,540.0,-0.431,UFC 279,
Jailton Almeida,-1500.0,-770.0,-645.0,,nan,Sep 10th 2022
Anton Turkalj,-300.0,-250.0,-150.0,0.148,DWCS Week 1,
Acacio Dos Santos,240.0,130.0,190.0,,nan,Jul 26th 2022
Anton Turkalj,-549.0,-549.0,-549.0,,Brave CF 50: Al-Silawi vs. Naurdiev,
Konstantin Soldatov,350.0,350.0,350.0,,nan,Apr 1st 2021
Alexander Yakovlev,205.0,150.0,160.0,-0.191,UFC 254: Khabib vs. Gaethje,
Joel Alvarez,-285.0,-185.0,-175.0,,nan,Oct 24th 2020
Alexander Yakovlev,125.0,110.0,115.0,-0.061,UFC on ESPN+ 21: Zabit vs. Kattar,
Roosevelt Roberts,-165.0,-139.0,-130.0,,nan,Nov 9th 2019
Alexander Yakovlev,-130.0,-152.0,-137.0,-0.05,UFC on ESPN+ 7: Overeem vs. Oleinik,
Alex da Silva,-110.0,117.0,130.0,,nan,Apr 20th 2019
Alexander Yakovlev,170.0,148.0,150.0,-0.084,UFC Fight Night 99: Mousasi vs. Hall 2,
Zak Cummings,-230.0,-170.0,-168.0,,nan,Nov 19th 2016
Alexander Yakovlev,175.0,210.0,250.0,0.1669999999999999,UFC on FOX 20: Holm vs. Shevchenko,
Kamaru Usman,-245.0,-300.0,-250.0,,nan,Jul 23rd 2016
Alexander Yakovlev,-105.0,-105.0,-105.0,0.0,UFC on FOX 18: Johnson vs. Bader,
Alexander Yakovlev,130.0,-144.0,-140.0,-0.35,UFC Fight Night 63: Mendes vs. Lamas,
Gray Maynard,-170.0,120.0,124.0,,nan,Apr 4th 2015
Alexander Yakovlev,170.0,188.0,190.0,0.066,UFC Fight Night 53: Nelson vs. Story,
Nicholas Musoke,-230.0,-225.0,-205.0,,nan,Oct 4th 2014
Alexander Yakovlev,300.0,360.0,405.0,0.172,UFC: The Ultimate Fighter Brazil 3 Finale,
Alexander Yakovlev,,,,,Legend 2: Invasion,
Paul Daley,,,,,nan,Nov 8th 2013
Alexander Yakovlev,,,,,M-1: Fedor vs. Monson,
Juan Manuel Suarez,,,,,nan,Nov 20th 2011
Alexander Yakovlev,,,,,M-1 Challenge XXV: Zavurov vs. Magomedov II,
Christian Eckerlin,,,,,nan,Apr 28th 2011
Kamal Shalorus,220.0,165.0,165.0,-0.208,ONE Championship 52: Throne of Tigers,
Ev Ting,-300.0,-215.0,-215.0,,nan,Feb 10th 2017
Kamal Shalorus,385.0,220.0,220.0,-0.516,ONE FC 19: Reign of Champions,
Shinya Aoki,-585.0,-300.0,-300.0,,nan,Aug 29th 2014
Kamal Shalorus,-140.0,-150.0,-150.0,-0.0289999999999999,One FC 9: Rise to Power,
Eduard Folayang,100.0,110.0,110.0,,nan,May 31st 2013
Kamal Shalorus,200.0,265.0,328.0,0.244,UFC on FUEL TV 3: Korean Zombie vs. Poirier,
Rafael Dos Anjos,-260.0,-365.0,-315.0,,nan,May 15th 2012
Kamal Shalorus,-135.0,100.0,100.0,0.13,UFC on FX 1: Guillard vs. Miller,
Khabib Nurmagomedov,105.0,-110.0,-110.0,,nan,Jan 20th 2012
Kamal Shalorus,175.0,235.0,235.0,0.179,UFC 128: Shogun vs. Jones,
Jim Miller,-245.0,-255.0,-255.0,,nan,Mar 19th 2011
Kamal Shalorus,-165.0,-165.0,-165.0,0.0,WEC 53,
Bart Palaszewski,135.0,145.0,145.0,,nan,Dec 16th 2010
Kamal Shalorus,150.0,180.0,180.0,0.107,WEC 49: Varner vs. Shalorus,
Jamie Varner,-180.0,-220.0,-220.0,,nan,Jun 20th 2010
Kamal Shalorus,210.0,110.0,110.0,-0.476,WEC 46: Varner vs Henderson,
Dave Jansen,-270.0,-140.0,-140.0,,nan,Jan 10th 2010
